pds_version_id;not_applicable_constant;data_set_id;data_set_name;producer_institution_name;producer_id;producer_full_name;observation_id;product_id;product_version_id;instrument_host_name;instrument_host_id;instrument_name;instrument_id;target_name;mission_phase_name;orbit_number;source_product_id;rationale_desc;software_name;data_set_map_projection;map_projection_type;projection_latitude_type;a_axis_radius;b_axis_radius;c_axis_radius;coordinate_system_name;positive_longitude_direction;keyword_latitude_type;center_latitude;center_longitude;line_first_pixel;line_last_pixel;sample_first_pixel;sample_last_pixel;map_projection_rotation;map_resolution;map_scale;maximum_latitude;minimum_latitude;line_projection_offset;sample_projection_offset;easternmost_longitude;westernmost_longitude;mroobservation_start_time;start_time;spacecraft_clock_start_count;stop_time;spacecraft_clock_stop_count;product_creation_time;mroccd_flag;mrobinning;mrotdi;mrospecial_processing_flag;incidence_angle;emission_angle;phase_angle;local_time;solar_longitude;sub_solar_azimuth;north_azimuth;record_type;encoding_type;encoding_type_version_name;interchange_format;uncompressed_file_name;required_storage_bytes;record_type;record_bytes;file_records;image;lines;line_samples;bands;sample_type;sample_bits;sample_bit_mask;scaling_factor;offset;band_storage_type;core_null;core_low_repr_saturation;core_low_instr_saturation;core_high_repr_saturation;core_high_instr_saturation;center_filter_wavelength;mrominimum_stretch;mromaximum_stretch;filter_name;geometry;url
PDS3;-9998;MRO-M-HIRISE-3-RDR-V1.1;MRO MARS HIGH RESOLUTION IMAGING SCIENCE;UNIVERSITY OF ARIZONA;UA;ALFRED MCEWEN;ESP_011261_1960;ESP_011261_1960_COLOR;2.0;MARS RECONNAISSANCE ORBITER;MRO;HIGH RESOLUTION IMAGING SCIENCE EXPERIMENT;HIRISE;MARS;EXTENDED SCIENCE PHASE;11261;(ESP_011261_1960_BG12_0, ESP_011261_1960_BG12_1, ESP_011261_1960_RED4_0, ESP_011261_1960_RED4_1, ESP_011261_1960_IR10_0, ESP_011261_1960_IR10_1, ESP_011261_1960_BG13_0, ESP_011261_1960_BG13_1, ESP_011261_1960_RED5_0, ESP_011261_1960_RED5_1, ESP_011261_1960_IR11_0, ESP_011261_1960_IR11_1);Syrtis Major pyroxene stratigraphy;PDS_to_JP2 v3.15.5 (1.49 2008/07/12 04:09:51);;EQUIRECTANGULAR;PLANETOCENTRIC;3394.8398133163;3394.8398133163;3394.8398133163;PLANETOCENTRIC;EAST;PLANETOCENTRIC;15.000;180.000;1;109203;1;17879;0.0;237004.52928064;0.25;15.902099496627;15.441337527105;3768870.5;24535367.5;72.90343418981;72.825335377614;2008-12-20T23:18:37.512;2008-12-20T23:18:37.560;914282338:05043;2008-12-20T23:18:46.437;914282346:59127;2009-09-15T09:15:36;(ON, ON, ON, ON, ON, ON, ON, ON, ON, ON, ON, ON, ON, ON);(-9998, -9998, -9998, -9998, 1, 1, -9998, -9998, -9998, -9998, 2, 2, 2, 2);(-9998, -9998, -9998, -9998, 128, 128, -9998, -9998, -9998, -9998, 128, 128, 128, 128);(NULL, NULL, NULL, NULL, NOMINAL, NULL, NULL, NULL, NULL, NULL, NOMINAL, NULL, NOMINAL, NULL);57.508322;0.304172;57.311690;15.76432;177.316864;171.160856;270.000000;UNDEFINED FIXED_LENGTH;JP2;ISO/IEC15444-1:2004;BINARY;ESP_011261_1960_COLOR_cnode26:398.IMG;11714642622;UNDEFINED FIXED_LENGTH;35758;327609;;109203;17879;3;MSB_UNSIGNED_INTEGER;16;2#0000001111111111#;1.24096038249351e-04;0.033396542300853;BAND_SEQUENTIAL;0;1;2;1023;1022;(900;(3, 3, 3);(1021, 1021, 1021);(NEAR-INFRARED, RED, BLUE-GREEN);POLYGON((72.825335377614 15.902099496627,72.90343418981 15.902099496627,72.90343418981 15.441337527105,72.825335377614 15.441337527105,72.825335377614 15.902099496627));
